room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
1,10,2,1,0,145
1,5,16,1,0,99
0,3,0,1,365,500
1,4,5,1,13,175
0,7,0,1,35,55
1,2,6,1,16,220
0,3,0,1,0,45
0,1,1,1,0,60
0,1,67,4,339,35
0,1,0,1,0,90
0,4,9,1,83,50
0,1,41,2,8,49
1,2,2,1,0,109
0,3,2,1,0,140
1,1,2,1,0,85
0,1,0,1,0,80
1,3,1,2,255,150
1,1,0,1,0,104
1,4,91,1,212,109
1,2,2,1,0,89
1,4,93,3,320,150
1,3,2,1,0,170
1,5,2,1,33,185
1,10,3,1,23,150
0,7,1,2,365,100
0,2,0,2,0,94
0,5,1,1,0,50
0,2,1,1,0,83
0,2,1,1,365,89
1,2,1,1,0,65
1,2,9,1,85,220
0,3,0,2,25,70
0,1,0,2,359,74
0,3,78,1,246,250
1,8,0,1,0,100
1,4,0,1,83,299
1,3,27,1,0,199
0,2,99,2,37,70
0,2,7,3,360,55
0,4,9,1,89,87
1,1,13,1,34,100
1,2,21,1,154,80
0,3,2,1,0,50
2,1,20,2,160,22
1,1,16,1,157,125
1,3,0,2,179,750
1,4,3,1,0,200
0,2,80,2,45,48
0,1,18,1,179,80
1,1,13,1,164,330
0,1,1,2,364,80
0,4,0,1,0,70
0,3,0,1,9,150
1,2,9,1,89,150
0,3,30,2,147,99
1,1,6,1,0,140
0,1,1,1,0,65
1,2,0,1,0,150
0,2,77,1,336,100
1,2,0,1,345,450
0,3,13,1,36,55
0,1,29,4,18,80
0,2,9,4,49,58
0,2,5,1,174,150
0,2,4,1,364,65
0,2,2,1,179,130
1,2,2,1,0,102
0,4,2,3,193,150
0,4,27,2,317,47
1,3,0,1,0,90
0,2,82,3,35,50
1,3,7,1,0,180
1,5,0,1,107,186
0,1,2,1,0,60
0,1,3,1,0,65
1,1,8,1,131,249
1,4,12,1,0,165
1,3,3,1,0,130
1,1,5,1,362,500
1,1,0,1,0,180
1,3,1,1,125,270
1,3,25,1,0,160
1,2,4,1,0,275
0,5,1,1,97,150
1,1,0,1,0,85
0,10,1,1,0,80
1,3,0,1,13,750
0,1,52,4,0,48
0,1,20,1,14,39
1,1,0,1,41,150
1,1,5,1,0,199
0,1,74,1,135,37
1,2,3,1,0,160
1,4,38,1,0,115
1,2,16,4,365,120
0,4,2,3,188,75
1,1,5,2,236,320
1,5,25,1,177,170
1,6,0,1,0,500
0,1,0,1,0,115
0,5,32,4,350,61
0,3,0,1,0,50
1,2,41,2,0,95
1,3,1,1,0,100
0,1,0,1,0,50
1,2,9,1,354,299
0,2,5,3,257,45
1,2,55,1,0,140
1,10,6,1,11,126
1,3,33,2,305,165
1,1,16,1,178,150
1,1,1,1,0,220
1,2,3,1,0,143
1,4,15,1,12,89
1,5,14,1,44,135
1,3,0,1,0,137
1,2,81,2,160,114
1,7,5,1,0,150
1,2,88,3,120,99
1,3,1,1,194,300
0,2,71,4,309,65
1,3,34,1,0,150
0,1,15,1,22,70
0,3,22,1,89,65
0,5,29,1,240,85
1,5,4,1,0,95
0,3,2,3,0,120
0,2,58,1,9,55
0,9,4,2,12,44
0,2,17,1,24,80
1,3,6,1,0,123
0,1,0,1,0,50
1,1,0,1,0,120
1,4,55,1,161,239
1,1,10,1,0,175
0,4,1,1,157,65
0,14,0,2,61,55
0,14,13,4,340,59
0,2,15,2,0,55
1,5,0,1,0,160
1,3,4,1,253,188
0,7,12,2,58,39
0,7,9,1,0,41
0,3,2,2,339,90
1,3,53,1,220,250
1,2,7,1,0,115
1,2,5,1,0,165
1,1,0,1,350,175
1,2,12,1,13,450
1,3,4,1,0,240
1,1,1,1,0,75
1,2,4,1,44,305
1,1,73,1,273,75
0,7,1,1,0,35
1,3,6,1,0,139
1,7,0,1,0,150
1,2,7,1,0,150
1,1,0,1,0,179
0,1,0,1,0,65
0,3,31,1,147,60
1,4,27,1,57,135
1,2,18,1,1,199
1,3,9,1,0,198
0,1,3,2,0,65
0,1,7,1,156,125
1,1,26,3,358,90
2,1,45,3,348,34
0,1,74,2,21,65
0,1,40,2,48,38
1,2,8,1,10,40
0,2,11,4,347,100
1,2,0,1,6,240
1,2,5,1,2,160
0,2,36,1,0,78
1,3,35,2,0,170
0,2,34,4,341,55
0,2,7,1,35,35
0,1,13,1,220,70
1,3,83,1,17,48
0,3,0,1,0,45
0,2,3,1,64,45
1,3,20,2,68,225
1,4,50,1,198,487
0,3,12,1,0,95
1,5,1,1,0,230
0,1,35,2,0,65
1,7,9,1,0,160
0,2,24,1,0,95
1,3,54,1,331,89
0,5,2,1,0,100
0,1,9,1,0,57
0,3,6,2,179,100
1,2,21,3,202,196
1,4,0,1,0,137
1,1,92,2,147,110
0,2,1,1,0,36
0,1,0,1,220,100
0,1,0,1,0,80
1,1,8,1,192,300
0,14,17,1,41,55
1,5,47,1,310,325
2,1,1,2,363,50
1,5,12,1,236,176
1,1,1,1,0,69
0,2,5,1,0,60
0,1,4,1,0,75
1,4,0,1,0,250
0,14,1,1,0,47
0,2,1,1,0,69
1,2,16,1,0,169
1,7,0,1,235,200
0,4,34,1,18,56
1,2,0,1,0,260
1,3,3,1,17,295
1,3,10,1,82,300
1,1,46,1,106,158
1,5,44,1,179,325
0,2,4,2,7,50
1,3,2,1,0,325
1,3,45,1,211,146
1,15,1,1,179,199
1,3,2,1,0,165
1,7,0,1,0,700
0,15,21,4,67,37
1,1,0,1,11,200
0,6,1,1,13,70
0,1,17,1,31,100
1,2,99,1,221,137
1,2,8,1,1,120
1,3,2,1,0,185
1,1,0,4,90,250
1,3,8,1,0,149
1,2,22,1,0,200
0,2,49,1,8,45
2,1,0,1,0,38
1,5,0,1,365,150
1,5,1,1,231,120
0,2,8,1,0,63
0,2,4,2,336,62
1,4,1,1,0,140
0,6,40,1,313,70
0,2,3,1,0,100
0,3,1,1,189,45
0,3,0,2,0,50
0,5,56,4,145,195
0,1,10,1,0,64
0,1,66,1,126,59
0,2,12,1,0,90
0,1,74,1,48,90
1,3,0,1,0,175
1,2,2,1,292,945
0,3,0,1,0,65
0,2,60,1,148,350
0,3,2,1,30,49
0,1,35,2,98,69
1,2,32,1,47,185
0,7,0,1,0,30
0,2,56,2,27,32
1,4,1,1,342,225
1,2,47,1,0,325
0,2,13,3,365,75
0,2,3,1,151,45
0,1,2,1,161,77
1,5,1,1,45,121
0,7,0,1,190,30
1,3,2,1,0,150
0,1,36,1,81,125
1,1,0,1,185,175
1,5,1,1,0,9999
0,3,10,3,352,42
0,1,1,1,0,100
0,1,80,1,57,50
0,1,14,1,0,130
0,4,54,2,24,38
1,1,0,1,0,125
1,3,38,1,270,1000
0,7,5,1,8,90
1,6,2,1,0,114
0,3,53,2,197,120
1,2,11,1,182,280
1,2,8,1,0,155
1,2,6,1,0,195
0,3,29,2,126,47
0,1,70,4,102,80
0,1,0,1,16,60
0,4,0,1,158,80
0,2,7,1,90,54
2,1,13,4,0,23
1,2,4,1,12,154
1,6,5,1,0,180
1,7,6,1,0,120
0,3,0,1,0,136
0,5,7,1,118,95
0,3,33,1,7,85
0,14,0,1,157,61
0,2,27,1,320,95
1,1,0,1,173,4000
0,3,5,2,0,118
1,5,38,1,20,128
0,2,0,4,364,65
0,2,3,1,0,54
1,3,9,1,0,76
0,1,0,1,299,150
1,2,93,1,142,70
1,5,1,1,0,58
1,2,3,1,0,150
1,7,0,1,0,120
1,1,1,1,5,150
0,10,6,2,63,95
1,2,6,1,0,200
1,3,4,1,270,175
1,6,0,1,62,150
0,4,0,1,0,89
0,2,13,1,0,40
1,2,0,1,267,600
0,1,44,3,89,39
1,3,0,1,0,42
0,1,6,1,365,175
1,5,1,1,0,150
1,2,42,1,36,790
0,10,0,1,0,90
0,14,0,3,0,65
1,10,0,1,0,50
0,2,8,2,337,67
1,5,10,1,0,160
1,4,1,1,314,199
1,2,0,1,0,300
1,2,3,1,0,207
0,5,72,2,316,69
1,2,0,1,0,109
0,3,0,1,0,93
0,5,11,3,162,47
1,4,4,1,127,199
0,2,10,1,0,35
1,3,1,1,0,125
1,1,0,1,0,150
0,1,0,1,168,200
1,2,6,1,0,100
1,2,0,1,0,130
1,2,14,1,2,150
1,1,0,1,0,212
0,4,1,1,47,75
0,3,13,2,61,85
1,2,4,1,364,250
1,1,3,2,310,230
0,5,42,3,63,81
0,1,34,2,189,100
0,1,0,1,0,60
1,4,5,1,0,360
0,5,66,1,232,60
1,2,27,2,0,135
0,1,0,1,0,140
0,4,3,3,0,90
1,3,15,1,204,129
0,1,4,1,0,30
1,2,18,1,72,151
1,3,56,1,256,220
1,5,1,1,0,434
1,1,0,1,0,300
0,2,41,1,340,55
1,5,3,1,0,279
1,7,2,1,93,105
1,3,64,1,0,115
1,3,1,1,0,275
0,1,0,1,129,55
1,2,2,1,0,140
0,1,70,2,0,50
1,2,29,1,177,315
1,5,10,1,349,220
1,6,1,1,209,150
0,1,18,1,92,85
0,5,59,4,247,45
0,4,3,1,0,175
1,2,75,1,237,180
1,4,7,1,0,129
1,2,69,4,278,150
1,4,23,2,262,125
1,3,63,4,0,35
0,1,14,1,2,80
0,2,29,1,5,61
0,3,51,3,108,62
1,1,0,1,0,1500
1,3,2,1,0,225
1,1,1,3,217,299
0,7,1,1,0,65
0,2,1,1,0,110
1,2,0,1,0,150
1,2,1,1,84,250
0,3,0,1,0,55
0,1,84,1,301,110
1,6,1,1,0,200
1,2,19,2,216,140
1,5,3,1,12,206
0,2,3,3,10,70
0,2,18,2,188,65
0,2,4,1,0,75
1,15,0,1,6,75
0,7,0,1,0,80
1,1,3,1,0,195
1,5,35,1,290,170
0,4,72,1,282,73
0,2,48,4,114,60
1,1,0,1,0,300
2,1,19,2,271,15
1,1,6,1,0,120
1,2,28,2,271,207
1,1,23,1,109,225
1,5,11,1,282,700
1,2,8,1,0,150
0,1,0,1,17,80
0,1,12,2,264,48
0,2,71,1,249,65
0,2,0,1,67,60
0,2,18,3,338,62
1,5,5,1,358,250
0,1,0,1,0,65
1,3,6,1,0,120
0,2,2,1,0,95
1,7,11,1,0,99
1,7,42,1,365,147
0,1,90,2,100,47
1,1,2,1,334,299
1,3,3,1,0,75
1,2,1,1,0,300
0,15,25,1,35,90
1,5,0,1,0,250
1,2,2,1,274,230
0,3,1,1,20,80
1,7,0,1,0,275
1,3,15,1,266,250
0,4,14,1,13,84
1,5,4,2,0,70
1,2,2,1,0,150
0,4,11,3,365,165
1,4,46,1,126,700
0,1,6,1,0,99
1,2,37,1,5,191
2,2,16,1,0,85
0,3,1,2,0,89
0,2,15,3,188,60
1,2,0,3,0,199
1,5,14,1,0,140
1,4,2,1,0,125
0,2,4,2,2,60
0,10,4,1,13,30
1,5,2,2,178,750
0,2,1,1,25,50
1,3,0,3,358,199
1,3,11,1,165,115
0,1,10,1,191,105
0,8,10,1,85,45
1,2,10,1,103,199
0,3,2,1,0,48
1,3,2,2,18,330
1,2,7,1,107,185
0,5,0,1,18,60
1,1,0,1,0,375
0,3,1,1,0,53
1,4,12,1,117,290
0,1,20,2,89,49
0,1,11,2,281,55
1,2,3,1,35,100
2,1,1,3,86,25
0,3,2,1,8,150
1,5,8,2,13,245
0,5,1,2,0,175
0,1,6,1,0,59
1,2,35,1,200,199
1,10,25,1,1,160
0,1,3,1,365,587
1,2,36,1,0,100
0,1,38,1,0,55
0,1,3,1,0,50
1,3,22,1,329,199
1,2,4,1,91,500
0,2,0,1,0,50
0,3,12,1,189,70
0,7,0,1,0,49
0,1,34,2,129,58
0,3,29,2,232,60
1,3,1,1,0,250
0,5,13,2,253,60
0,4,3,1,75,65
1,2,10,1,0,175
1,1,0,1,0,200
1,1,7,1,1,75
0,1,0,1,0,100
1,3,5,1,16,85
0,3,1,1,0,35
0,2,3,1,0,190
1,7,0,1,0,117
1,3,26,1,0,249
0,5,66,1,348,60
1,1,1,1,0,200
1,2,1,1,0,200
0,1,20,1,3,26
0,1,0,1,0,75
0,1,1,1,0,48
0,10,0,1,0,85
1,14,7,1,21,67
0,3,31,1,0,100
1,2,0,1,16,275
1,2,7,1,0,95
0,2,7,1,0,35
1,2,1,1,58,300
1,2,3,1,6,150
1,4,6,1,6,81
0,1,67,4,5,70
1,2,15,1,0,179
1,3,1,2,343,280
1,1,11,1,319,300
0,3,23,1,88,79
0,1,47,1,348,50
0,2,83,1,276,40
1,5,31,1,151,135
1,2,20,1,0,95
0,2,0,3,291,70
0,7,13,3,227,50
1,8,12,1,0,150
1,1,2,1,0,315
1,3,21,1,152,120
0,1,0,1,0,200
0,2,21,3,333,150
0,2,43,2,110,56
0,3,8,1,10,142
1,5,9,1,0,113
1,14,7,1,0,90
1,7,10,1,0,106
1,2,21,1,13,110
0,1,0,1,0,48
0,14,7,1,29,105
0,1,15,1,189,80
0,7,21,1,0,63
0,5,1,1,282,70
1,2,10,1,0,250
0,1,2,1,55,44
1,2,2,1,152,200
1,3,32,1,0,110
1,5,3,1,0,200
1,3,2,1,0,249
0,2,2,1,0,130
1,7,3,1,5,250
0,4,43,3,135,46
0,3,0,1,0,65
1,3,74,1,321,100
1,2,55,1,133,225
0,2,32,1,0,101
1,6,5,1,329,195
1,1,3,1,20,195
1,1,33,1,269,99
0,2,0,3,280,125
0,1,13,4,153,89
0,14,0,2,176,85
0,1,6,1,0,139
0,2,20,1,357,75
0,3,1,2,362,99
1,2,5,1,0,100
0,3,0,1,89,165
1,14,6,1,0,100
0,7,1,1,0,88
0,2,0,1,59,89
1,14,23,2,33,130
1,3,0,1,157,175
0,2,2,1,0,74
0,2,2,1,0,70
1,3,13,1,0,80
1,2,5,2,46,160
1,7,0,1,31,300
0,3,90,1,24,70
0,1,10,1,35,81
1,5,0,1,0,85
1,1,3,2,269,190
1,4,19,1,80,150
0,4,42,1,228,37
0,2,5,1,0,150
1,1,1,2,68,140
1,1,26,3,271,275
1,3,24,1,82,275
0,3,2,1,0,50
0,2,12,2,355,55
0,1,0,1,0,44
1,6,0,1,57,299
1,3,9,1,61,550
0,2,1,1,0,90
1,1,0,1,0,200
1,5,77,1,112,365
2,1,0,1,0,37
0,14,1,1,0,45
0,3,21,3,138,75
1,1,5,1,351,190
0,3,7,2,343,105
0,7,0,1,89,220
1,2,99,1,288,120
0,1,21,3,287,27
0,2,0,1,84,202
0,1,21,2,188,95
0,3,1,1,0,80
1,3,86,1,269,300
0,3,20,2,15,115
0,7,2,1,0,47
0,3,55,1,53,123
1,2,4,1,0,70
1,5,1,1,0,215
0,1,2,4,176,45
1,1,72,1,52,378
1,1,0,4,3,315
1,2,30,1,69,180
0,3,1,1,0,39
1,3,0,1,0,190
1,3,15,1,356,130
0,3,2,1,0,50
1,2,2,1,138,319
1,3,3,1,0,175
1,2,6,1,73,199
1,7,0,1,0,132
0,3,10,3,180,119
1,4,3,1,0,100
1,1,69,1,329,225
1,3,3,1,0,172
1,2,85,2,4,90
1,4,26,1,0,225
0,2,7,1,10,109
1,7,1,1,0,750
1,2,41,1,343,280
1,4,13,1,0,140
1,5,1,1,0,103
1,2,39,1,0,150
1,15,10,3,365,40
0,1,1,1,0,70
1,2,0,1,13,100
0,2,12,1,0,75
1,5,8,1,0,210
1,5,8,1,0,270
0,1,2,3,0,118
1,6,30,1,0,75
0,1,0,1,0,109
1,3,0,1,188,170
1,2,85,1,132,150
0,1,59,3,89,30
0,1,2,3,139,75
1,5,1,2,0,170
1,4,0,1,0,120
1,2,32,1,198,350
0,1,11,1,97,70
1,1,26,1,14,120
1,5,5,1,221,335
2,5,8,1,0,40
1,3,3,1,0,250
1,4,6,1,179,575
0,1,0,2,0,180
1,3,1,1,20,60
0,2,12,1,89,55
0,1,0,1,0,90
1,5,1,1,51,188
0,1,7,1,0,85
0,3,2,2,207,100
0,5,0,1,0,65
1,2,0,1,62,140
0,1,0,1,0,175
0,3,0,1,0,300
1,5,1,1,2,130
1,7,1,2,210,90
1,2,41,1,168,125
1,2,4,1,0,65
1,1,1,1,0,158
1,4,2,1,0,165
0,5,0,1,365,100
0,2,10,1,67,100
1,3,1,1,155,299
0,2,1,1,0,75
1,4,22,1,0,595
1,4,14,1,0,150
1,3,2,1,0,248
0,2,39,1,245,50
1,1,4,1,35,100
0,3,1,1,0,75
1,1,11,1,40,55
1,2,86,1,247,129
0,3,0,2,0,110
1,3,29,1,109,150
1,3,0,1,362,275
1,1,16,1,36,89
0,2,8,1,0,75
1,2,3,1,309,160
1,4,32,1,39,160
1,14,3,1,205,100
0,2,97,3,101,45
0,2,0,1,20,225
0,3,36,1,47,75
0,3,0,1,0,60
1,1,7,1,0,149
1,2,31,1,142,465
0,1,14,4,0,80
1,3,37,1,146,149
1,2,20,1,76,150
0,1,67,4,11,35
0,1,3,1,0,85
0,6,1,2,0,52
1,5,19,3,1,77
0,2,9,1,87,60
0,2,0,1,0,120
0,1,0,1,66,100
1,1,0,2,300,67
0,1,24,3,35,69
1,2,1,1,0,975
0,1,11,1,346,80
1,4,5,1,219,379
1,7,1,1,1,131
1,1,0,1,365,750
0,1,4,1,365,130
0,1,30,1,131,66
0,5,0,1,88,100
0,4,10,2,307,38
0,3,54,3,24,150
1,3,2,1,0,140
1,3,1,1,0,100
0,3,2,1,0,80
1,1,95,2,0,50
1,2,6,1,192,280
0,3,2,1,0,55
1,3,82,3,351,90
1,1,0,1,24,125
0,1,3,1,0,60
1,9,62,2,76,205
2,1,0,1,0,100
0,1,66,1,353,109
1,5,4,1,0,250
0,2,3,1,21,150
0,2,0,1,29,50
0,2,16,1,11,85
0,2,0,1,26,185
1,5,0,1,0,250
0,2,69,1,140,80
1,2,0,1,0,120
0,2,25,2,184,49
1,3,17,1,5,200
0,5,4,1,0,73
0,1,7,1,0,90
0,4,0,1,0,100
1,4,3,1,0,139
0,2,1,1,0,55
0,1,12,1,180,150
0,1,7,3,0,69
1,1,1,1,33,150
0,2,0,1,0,60
1,3,0,2,112,100
1,14,4,2,179,165
0,2,7,1,0,150
1,6,8,1,8,90
1,4,1,1,0,150
1,3,1,1,0,100
0,1,0,1,0,44
1,5,48,1,2,125
0,2,17,1,334,40
1,3,18,2,0,150
0,3,0,2,365,300
1,5,2,1,240,485
0,1,33,2,25,45
0,4,0,2,0,90
0,7,34,1,36,45
1,2,18,1,1,148
0,2,22,1,362,75
1,3,0,1,101,250
0,1,33,2,1,100
0,7,0,1,87,75
1,2,3,2,151,85
1,5,14,1,29,155
1,12,2,1,14,170
0,1,3,2,322,99
1,4,0,1,5,180
1,2,8,2,11,150
0,1,2,3,0,97
0,6,8,2,296,90
0,2,28,1,334,70
1,1,0,1,0,110
0,3,61,1,137,115
1,5,11,1,14,195
1,3,0,1,237,299
1,2,1,1,0,350
0,7,1,1,0,50
1,2,23,1,196,169
0,1,9,1,0,130
1,4,42,1,306,400
1,2,55,1,185,179
1,7,0,1,22,750
0,3,3,1,0,108
1,2,12,1,0,99
0,3,22,1,6,60
0,14,1,1,0,100
1,2,8,1,0,155
2,1,1,4,1,50
0,14,4,1,0,80
0,1,0,1,0,65
0,1,0,1,0,75
0,2,14,2,3,70
1,7,14,1,85,300
0,1,0,1,0,110
1,4,0,1,0,250
1,1,1,1,0,275
0,5,0,1,179,130
1,5,13,1,1,100
1,6,2,1,0,142
0,2,6,1,333,60
1,1,1,1,0,149
0,3,1,1,0,350
0,2,10,1,0,100
1,2,3,1,85,200
1,2,2,1,77,300
0,7,0,1,362,49
0,2,7,1,310,100
0,2,0,1,30,85
1,7,1,4,78,100
0,4,12,4,62,50
0,15,0,1,0,45
0,1,3,1,0,57
0,2,2,1,0,34
1,6,1,1,0,100
0,2,6,2,5,76
0,1,40,1,45,65
1,3,1,1,0,108
0,2,2,1,0,38
1,3,75,1,60,100
0,2,1,2,262,50
1,2,11,2,120,210
0,1,55,3,136,55
1,4,4,1,15,100
0,14,1,1,0,45
0,2,3,1,0,70
1,2,42,1,83,150
0,3,0,1,90,60
0,1,12,1,0,120
1,1,0,2,88,250
1,3,0,1,0,800
0,4,1,1,0,70
0,4,11,1,0,85
0,1,18,1,0,55
1,2,3,2,0,250
2,1,25,1,270,75
1,4,0,1,0,165
0,6,14,1,335,44
2,1,2,2,170,65
0,2,17,1,0,100
0,1,0,1,0,295
1,1,38,1,349,130
1,2,9,1,1,150
1,5,4,1,0,60
0,3,86,2,0,30
0,2,2,1,0,65
0,1,2,1,0,40
1,3,33,1,0,120
1,6,8,1,5,190
1,2,4,1,0,95
1,1,1,1,362,1475
0,15,2,1,0,50
0,2,2,1,0,40
1,2,10,1,262,130
1,2,18,1,90,85
1,2,0,1,35,300
1,1,53,1,84,175
0,1,19,3,360,120
0,1,11,2,319,55
1,1,1,1,326,200
1,5,5,1,0,90
1,3,6,1,38,180
1,6,23,1,232,175
1,1,6,2,352,225
1,1,8,1,233,109
1,6,5,1,1,125
0,3,4,1,87,173
0,4,75,1,52,39
1,5,2,1,0,120
0,3,49,1,216,99
0,1,0,1,0,79
0,14,0,1,0,68
0,10,0,1,0,80
1,1,72,1,0,240
1,3,12,1,0,225
0,15,15,2,61,100
0,4,13,2,280,70
1,2,11,1,0,275
1,2,11,2,0,125
0,3,2,1,34,150
0,1,4,2,0,80
0,2,1,2,311,75
1,4,2,1,8,250
1,2,0,1,34,120
0,3,4,1,0,44
0,8,15,1,60,169
0,1,17,4,227,75
0,1,64,3,149,55
0,1,9,1,0,60
1,3,4,2,0,199
1,2,5,1,0,180
0,1,5,2,337,36
1,2,14,1,119,175
0,5,17,4,23,42
1,2,0,1,8,190
1,5,72,1,325,230
0,3,0,3,308,40
1,4,11,1,3,90
1,1,1,1,0,150
0,2,2,1,103,96
0,2,39,3,141,42
0,1,25,3,32,153
1,2,2,1,34,225
2,1,29,1,357,80
1,2,18,1,0,140
1,4,39,1,265,400
0,4,3,1,362,150
0,4,22,2,95,40
1,3,8,1,9,150
1,1,0,1,0,115
2,1,15,2,5,30
1,1,0,1,364,70
1,1,3,1,0,89
0,4,1,1,0,40
0,3,11,3,251,950
1,1,8,1,49,80
1,3,6,1,0,75
0,3,2,3,16,116
0,7,0,1,0,100
1,1,33,1,95,125
1,4,7,1,0,78
1,3,12,1,0,150
1,2,35,1,348,500
0,1,0,3,21,55
1,2,5,2,0,130
0,1,8,2,339,54
0,2,65,2,293,135
1,2,57,1,54,245
0,2,3,1,0,120
0,1,1,1,0,45
0,3,14,2,347,75
0,2,93,2,193,145
0,2,93,1,208,50
1,1,0,1,0,120
1,2,0,1,280,175
0,5,6,2,0,55
1,3,2,1,0,1115
0,1,22,3,91,78
1,3,2,1,0,250
0,3,15,1,0,65
1,5,13,1,0,149
0,1,1,1,0,100
0,3,46,2,292,40
1,1,1,1,0,250
1,1,0,1,0,250
1,3,10,1,0,150
1,1,28,1,174,104
1,7,3,1,0,160
0,5,1,1,157,75
0,6,0,1,0,132
0,2,31,2,106,77
1,3,17,1,0,325
1,2,0,1,0,200
0,1,1,1,0,110
0,1,27,1,27,119
1,3,40,2,124,160
1,2,22,1,282,125
1,4,17,1,44,205
1,1,0,1,0,130
0,3,9,1,3,111
0,1,8,2,0,72
0,2,1,2,0,109
0,2,20,1,0,63
1,2,20,1,139,130
1,1,9,1,204,140
1,7,8,1,176,325
1,3,1,1,169,157
0,3,0,1,0,75
0,1,0,1,0,140
1,5,0,1,0,164
0,1,0,1,0,60
0,2,0,1,43,38
0,14,5,1,0,50
1,7,9,1,32,300
0,7,15,2,71,37
0,10,3,1,5,35
0,7,0,3,338,60
1,5,21,1,284,250
1,3,12,1,19,220
1,3,0,1,0,350
1,3,46,1,270,160
1,4,19,1,343,175
1,2,0,1,33,150
0,4,6,2,0,75
1,4,20,1,13,180
1,2,17,1,0,200
2,2,18,1,365,100
0,2,20,1,80,42
0,4,14,3,0,75
1,7,2,1,246,800
1,4,7,1,20,105
1,3,14,1,5,95
0,1,0,1,0,100
1,6,96,2,48,94
1,1,1,1,17,350
0,2,11,1,28,80
1,1,10,1,3,78
1,1,0,1,12,399
0,6,6,2,3,100
0,2,0,1,0,69
1,1,3,1,0,222
1,1,1,1,0,180
1,3,4,1,108,639
1,3,38,3,249,160
1,2,75,1,35,76
0,2,33,2,359,67
0,3,18,2,234,110
1,2,2,1,186,349
0,2,9,1,0,30
1,4,5,2,284,275
1,2,8,1,4,68
1,2,1,1,179,300
1,2,0,1,39,120
1,1,0,1,365,210
1,4,25,1,352,200
2,1,0,1,0,100
0,2,0,3,0,80
1,2,9,1,157,110
0,3,1,1,0,45
0,7,4,1,311,75
1,4,33,1,1,200
0,3,65,1,89,70
1,2,85,1,272,80
1,2,7,2,0,145
0,3,11,1,0,88
1,1,77,1,77,150
1,4,1,1,86,350
1,5,8,1,81,165
1,3,1,1,83,130
1,5,18,1,54,249
0,1,0,2,177,150
1,2,85,3,311,65
0,3,10,2,95,78
1,3,12,1,12,100
0,1,28,1,17,120
1,1,24,1,299,150
1,4,5,1,31,355
0,2,13,1,364,75
1,2,47,1,315,125
1,3,2,1,0,157
1,3,2,1,44,194
1,5,12,1,0,50
0,2,1,1,0,90
0,1,0,1,0,60
1,7,0,2,40,110
0,3,67,3,345,100
1,2,4,1,0,85
0,1,55,1,63,62
0,1,7,1,358,80
0,14,9,1,21,110
0,2,30,1,0,50
1,6,14,1,156,350
0,4,0,1,363,35
0,1,1,4,177,140
1,4,1,2,223,140
0,2,23,1,91,71
1,1,7,1,1,71
0,3,1,2,127,50
0,1,5,2,0,120
0,1,0,1,0,52
1,3,0,1,0,80
1,3,6,1,144,420
1,1,3,1,12,165
1,14,1,1,0,225
0,1,92,3,166,85
1,2,14,2,5,100
0,2,1,1,0,70
2,7,4,2,206,30
0,2,13,1,361,70
0,1,90,4,310,55
2,1,93,3,90,29
1,2,2,1,1,123
1,1,16,3,351,74
1,1,1,1,0,95
1,3,8,1,306,299
1,3,1,1,0,400
1,2,7,1,17,200
0,3,8,1,37,12
0,1,0,1,0,25
0,1,0,1,16,39
1,2,9,1,0,110
0,1,0,1,90,150
0,3,23,1,129,40
1,5,0,1,0,149
0,1,4,1,0,99
1,2,9,3,90,199
2,1,0,1,89,50
1,3,0,1,0,215
1,2,0,1,74,150
0,1,49,3,0,60
1,14,29,1,0,120
1,4,14,1,323,200
0,1,17,1,205,60
0,3,2,1,238,125
1,2,0,1,5,119
0,7,40,1,64,65
1,3,0,1,0,285
0,1,21,2,363,50
1,3,2,1,0,154
0,10,0,1,310,60
1,1,16,2,50,169
1,6,2,1,48,450
1,2,2,1,0,200
1,5,10,1,2,359
0,1,0,2,0,60
1,2,0,1,0,300
0,1,0,1,317,85
1,3,3,2,178,299
0,5,0,1,0,40
1,2,12,1,0,92
1,4,6,1,15,160
0,3,5,3,224,135
0,1,1,1,0,40
0,1,4,1,336,50
1,6,33,1,95,265
0,3,3,3,179,110
0,10,1,1,0,28
0,5,62,4,84,195
1,2,2,1,0,91
1,3,3,2,0,350
0,1,1,2,0,70
1,2,0,1,0,130
0,5,1,1,33,49
1,3,2,1,107,80
0,3,0,2,0,75
0,1,4,2,0,56
0,1,9,2,0,60
0,7,2,1,0,130
1,1,1,2,0,200
0,14,0,1,0,40
0,2,14,2,78,80
0,1,92,3,318,35
1,4,0,2,89,450
0,1,4,1,89,150
1,1,0,2,0,200
0,4,42,1,10,65
0,4,7,1,188,89
2,1,0,1,0,360
1,5,0,1,122,199
0,1,73,1,1,78
1,2,97,1,145,250
0,3,16,1,9,85
1,1,1,2,0,200
1,2,1,1,0,170
0,3,60,1,0,100
1,1,0,4,179,1000
0,5,18,1,90,155
0,1,1,1,0,125
0,5,6,1,0,40
0,1,0,2,88,150
0,2,1,1,365,100
1,3,3,1,0,150
1,1,0,1,0,300
0,2,1,4,189,200
0,7,0,1,24,60
1,1,29,3,1,269
0,2,1,1,0,160
1,3,5,1,0,100
1,9,5,1,0,190
1,2,1,1,123,295
1,3,19,1,77,295
